Time (s),Airflow (MAF) (g/s),Load (MAF) (g/rev),Manifold Air Pressure - Filtered (kPa),Mass Air Flow (g/s),Boost Target (kPa),Wastegate Duty Cycle (%),Air/Fuel Sensor #1 (λ),Injector Pulse Width (ms),Fuel - Base Multiplier,Power Mode - Fuel Ratio Target (λ),Fuel Trim - Long Term (%),Fuel Trim - Short Term (%),Coolant Temperature (°C),Intake Air Temperature (°C),Manifold Absolute Pressure (kPa),Engine Speed (rpm),Vehicle Speed (km/h),System Voltage (V),Ignition Advance (°),Ignition Advance - Base (°BTDC),Ignition Advance Multiplier,Ignition Advance - Fine Learn (°),Knock Retard (°),Throttle Position (%),Mass Air Flow Voltage (V),Fuel - Acceleration Enrich
0.000,20.28,0.63,70.9,20.33,109.9,32.0,0.977,3.33,0.680,1.000,0.00,-5.47,96,45,69.0,1876,4,13.60,36.0,38.0,0.88,0.0,0.0,12.50,2.18,0.000
0.042,19.98,0.65,73.3,20.04,109.9,32.0,0.977,3.33,0.680,1.000,0.00,-3.12,96,45,72.0,1780,4,13.60,36.0,37.0,0.88,0.0,0.0,12.50,2.14,0.000
0.104,19.72,0.68,76.0,19.54,109.9,34.4,1.008,3.33,0.680,1.000,0.00,-3.12,96,45,75.0,1701,4,13.52,33.0,34.0,0.88,0.0,0.0,12.50,2.18,0.000
0.166,19.39,0.70,79.3,19.13,109.9,36.7,1.070,3.58,0.680,1.000,0.00,-2.34,96,45,74.0,1610,8,13.60,32.0,34.0,0.88,0.0,0.0,12.50,2.14,0.000
0.229,18.81,0.72,81.3,18.81,109.9,36.7,1.023,3.58,0.672,1.000,0.00,-0.78,96,45,81.0,1594,8,13.60,30.0,31.0,0.88,0.0,0.0,12.50,2.12,0.000
0.299,18.45,0.74,83.3,18.43,109.9,39.5,1.016,3.58,0.672,1.000,0.00,0.00,96,45,83.0,1478,8,13.60,29.0,31.0,0.88,0.0,0.0,12.50,2.10,0.000
0.366,18.31,0.75,82.4,18.12,109.9,40.6,1.008,3.84,0.680,1.000,0.00,1.56,96,45,81.0,1436,8,13.60,28.0,30.0,0.88,0.0,0.0,12.50,2.08,0.000
0.442,18.02,0.76,83.7,18.08,109.9,40.6,0.992,3.84,0.680,1.000,0.00,3.12,96,45,87.0,1416,8,13.60,28.0,29.0,0.88,0.0,0.0,12.50,2.04,0.000
0.509,18.40,0.77,86.0,18.39,109.9,41.4,1.023,3.84,0.680,1.000,0.00,3.91,96,45,82.0,1417,12,13.52,27.0,30.0,0.88,0.0,0.0,12.50,2.08,0.000
0.581,19.70,0.76,88.8,19.66,109.9,39.5,0.984,4.10,0.680,1.000,0.00,5.47,96,45,82.0,1537,12,13.52,29.0,33.0,0.88,0.0,0.0,12.50,2.08,0.000
0.651,20.49,0.75,87.3,20.43,109.9,39.5,0.984,3.84,0.680,1.000,0.00,7.03,96,45,84.0,1666,12,13.60,31.0,33.0,0.88,0.0,0.0,12.89,2.12,0.000
0.723,20.49,0.73,79.7,20.46,110.9,37.9,0.969,3.84,0.680,1.000,0.00,7.81,96,45,83.0,1688,12,13.52,32.0,34.0,0.88,0.0,0.0,12.89,2.16,0.000
0.798,20.72,0.73,83.1,20.65,110.9,37.1,0.969,3.84,0.680,1.000,0.00,4.69,96,45,78.0,1736,12,13.60,32.0,34.0,0.88,0.0,0.0,12.89,2.14,0.000
0.869,21.27,0.72,78.4,21.58,110.9,37.1,0.930,3.84,0.680,1.000,0.00,3.12,96,45,81.0,1843,14,13.52,33.0,36.0,0.88,0.0,0.0,12.89,2.20,0.000
0.942,22.39,0.71,80.7,22.57,110.9,34.4,0.945,3.84,0.680,1.000,0.00,2.34,96,45,76.0,1916,14,13.60,35.0,37.0,0.88,0.0,0.0,13.28,2.24,0.000
1.017,22.93,0.71,78.0,23.07,110.9,33.2,0.945,3.58,0.680,1.000,0.00,1.56,96,45,78.0,1951,14,13.60,36.0,38.0,0.88,0.0,0.0,13.28,2.22,0.000
1.091,23.11,0.70,78.0,23.23,110.9,33.2,0.914,3.58,0.680,1.000,0.00,0.00,96,45,76.0,1998,14,13.60,36.0,38.0,0.88,0.0,0.0,13.28,2.24,0.000
1.166,23.69,0.70,76.0,23.91,110.9,32.4,0.938,3.58,0.672,1.000,0.00,-1.56,96,45,75.0,2074,16,13.60,37.0,40.0,0.88,0.0,0.0,13.28,2.26,0.000
1.239,24.28,0.69,81.3,24.27,110.9,29.7,0.914,3.33,0.672,1.000,0.00,-2.34,96,45,74.0,2146,16,13.60,38.0,41.0,0.88,0.0,0.0,13.28,2.28,0.000
1.315,24.42,0.68,74.7,24.42,110.9,29.7,0.961,3.33,0.672,1.000,0.00,-3.91,96,45,77.0,2183,16,13.60,40.0,42.0,0.88,0.0,0.0,13.28,2.36,0.000
1.391,24.71,0.67,78.4,24.74,110.9,28.5,0.953,3.33,0.672,1.000,0.00,-4.69,96,45,73.0,2236,16,13.60,41.0,43.0,0.88,0.0,0.0,13.28,2.30,0.000
1.466,25.08,0.66,78.0,25.06,110.9,28.5,0.992,3.33,0.672,1.000,0.00,-6.25,96,45,80.0,2295,16,13.60,41.0,44.0,0.88,0.0,0.0,13.28,2.32,0.000
1.542,25.42,0.65,80.0,25.35,110.9,27.0,0.977,3.33,0.672,1.000,0.00,-3.12,96,45,72.0,2344,18,13.60,42.0,45.0,0.88,0.0,0.0,13.28,2.34,0.000
1.618,25.53,0.64,74.7,25.55,110.9,25.0,1.008,3.33,0.672,1.000,0.00,-1.56,97,45,71.0,2397,18,13.60,43.0,46.0,0.88,0.0,0.0,13.28,2.32,0.000
1.695,25.81,0.64,72.7,25.91,110.9,25.0,0.992,3.33,0.664,1.000,0.00,0.78,97,45,71.0,2461,18,13.52,44.0,46.0,0.88,0.0,0.0,13.28,2.34,0.000
1.770,26.29,0.64,77.7,26.29,110.9,23.4,1.000,3.33,0.664,1.000,0.00,2.34,97,45,75.0,2512,18,13.60,44.0,46.0,0.88,0.0,0.0,13.28,2.38,0.000
1.847,26.79,0.63,70.7,26.90,110.9,21.9,1.000,3.33,0.664,1.000,0.00,0.78,97,45,75.0,2496,22,13.52,44.0,46.0,0.88,0.0,0.0,13.28,2.36,0.000
1.922,27.25,0.63,72.9,27.25,110.9,21.9,0.945,3.33,0.664,1.000,0.00,1.56,97,45,68.0,2562,22,13.60,44.0,47.0,0.88,0.0,0.0,13.28,2.40,0.000
1.999,27.54,0.62,72.7,27.45,110.9,20.3,0.977,3.33,0.664,1.000,0.78,0.00,97,45,73.0,2680,22,13.60,45.0,47.0,0.88,0.0,0.0,13.28,2.42,0.000
2.074,27.96,0.62,74.4,27.90,110.9,18.8,0.938,3.07,0.664,1.000,0.78,-1.56,97,45,73.0,2717,22,13.60,45.0,47.0,0.88,0.0,0.0,13.28,2.40,0.000
2.152,28.12,0.62,72.9,28.10,110.9,18.8,0.969,3.07,0.664,1.000,0.78,-3.12,97,45,72.0,2764,22,13.52,45.0,47.0,0.88,0.0,0.0,13.28,2.44,0.000
2.229,28.92,0.62,68.9,28.91,110.9,17.6,0.945,3.07,0.664,1.000,0.78,-4.69,97,45,67.0,2761,22,13.60,45.0,48.0,0.88,0.0,0.0,13.28,2.40,0.000
2.304,29.29,0.62,67.3,29.44,112.0,16.4,0.977,3.07,0.664,1.000,0.78,-6.25,97,45,72.0,2878,22,13.60,46.0,48.0,0.88,0.0,0.0,13.67,2.46,0.000
2.380,29.63,0.61,70.9,29.71,112.0,16.4,1.000,3.07,0.672,1.000,0.78,-5.47,97,45,71.0,2931,22,13.52,46.0,48.0,0.88,0.0,0.0,13.67,2.46,0.000
2.457,30.44,0.62,66.7,30.51,113.1,16.8,1.008,3.33,0.672,1.000,0.78,-0.78,97,45,70.0,2976,22,13.52,46.0,48.0,0.88,0.0,0.0,14.06,2.50,0.000
2.535,31.43,0.63,67.3,31.40,116.3,16.8,1.000,3.33,0.680,1.000,0.78,1.56,97,45,67.0,3032,26,13.52,46.0,48.0,0.88,0.0,0.0,14.06,2.54,0.000
2.613,32.38,0.63,68.9,32.40,116.3,16.8,1.000,3.33,0.680,1.000,0.78,3.12,97,45,68.0,3107,26,13.52,46.0,48.0,0.88,0.0,0.0,14.45,2.54,0.000
2.688,33.40,0.64,68.3,33.44,118.4,16.8,1.016,3.58,0.688,1.000,0.78,5.47,97,45,72.0,3172,26,13.60,46.0,48.0,0.88,0.0,0.0,14.84,2.58,0.000
2.766,34.30,0.64,69.3,34.27,106.7,17.6,0.961,3.58,0.695,1.000,0.78,0.78,97,45,69.0,3222,26,13.52,46.0,48.0,0.88,0.0,0.0,14.84,2.60,0.000
2.842,35.14,0.65,72.9,35.46,106.7,17.6,0.977,3.33,0.695,1.000,0.00,0.00,97,45,70.0,3271,26,13.60,46.0,48.0,0.88,0.0,0.0,15.23,2.62,0.000
2.919,36.13,0.65,71.6,36.31,98.1,17.6,0.930,3.58,0.703,1.000,0.00,0.00,97,45,71.0,3356,26,13.60,46.0,48.0,0.88,0.0,0.0,16.02,2.70,0.000
2.996,38.35,0.67,74.7,38.74,98.1,17.6,0.945,3.58,0.711,1.000,0.00,0.00,97,45,80.0,3428,26,13.60,46.0,48.0,0.88,0.0,0.0,17.19,2.74,0.000
3.073,40.86,0.71,80.7,41.19,97.1,18.4,0.977,3.84,0.719,1.000,0.00,0.00,97,45,80.0,3503,26,13.60,46.0,48.0,0.88,0.0,0.0,17.19,2.76,0.000
3.149,42.31,0.72,77.7,42.50,94.9,18.4,1.000,3.84,0.727,1.000,0.00,0.00,97,45,77.0,3551,26,13.60,46.0,48.0,0.88,0.0,0.0,17.58,2.78,0.000
3.227,43.60,0.73,78.4,43.82,94.9,18.4,0.992,3.84,0.727,1.000,0.00,0.00,97,45,82.0,3634,30,13.60,46.0,48.0,0.88,0.0,0.0,17.58,2.84,0.000
3.306,45.16,0.73,81.1,45.28,94.9,18.4,0.992,3.84,0.727,1.000,0.00,0.00,97,45,81.0,3658,30,13.60,46.0,48.0,0.88,0.0,0.0,17.97,2.86,0.000
3.384,46.46,0.74,83.3,46.66,93.9,18.8,0.977,3.84,0.719,1.000,0.00,0.00,97,45,83.0,3803,30,13.52,46.0,48.0,0.88,0.0,0.0,17.97,2.86,0.000
3.459,47.76,0.75,85.3,47.77,93.9,18.8,0.953,3.84,0.711,1.000,0.00,0.00,97,45,82.0,3866,30,13.60,46.0,48.0,0.88,0.0,0.0,17.97,2.88,0.000
3.536,48.65,0.75,81.7,48.52,92.8,18.8,0.961,3.84,0.711,1.000,0.00,0.00,97,45,83.0,3937,30,13.60,46.0,48.0,0.88,0.0,0.0,17.97,2.92,0.000
3.613,49.92,0.75,85.3,50.15,91.7,18.8,0.953,3.84,0.703,1.000,0.00,0.00,97,45,80.0,4015,32,13.60,46.0,48.0,0.88,0.0,0.0,17.97,2.92,0.000
3.691,51.21,0.76,85.1,51.64,91.7,18.8,0.984,3.84,0.680,1.000,0.00,0.00,97,45,86.0,4100,32,13.52,46.0,48.0,0.88,0.0,0.0,17.97,2.96,0.000
3.769,53.19,0.77,83.1,53.03,90.7,18.8,0.992,3.84,0.664,1.000,0.00,0.00,97,45,84.0,4188,32,13.52,46.0,48.0,0.88,0.0,0.0,17.97,3.00,0.000
3.850,53.93,0.77,84.7,54.15,89.6,18.8,0.969,3.58,0.648,1.000,0.00,0.00,97,45,85.0,4242,32,13.52,46.0,48.0,0.88,0.0,0.0,17.97,3.00,0.000
3.927,55.43,0.77,82.4,55.29,89.6,18.8,0.969,3.58,0.633,1.000,0.00,0.00,97,45,83.0,4333,36,13.52,46.0,48.0,0.88,0.0,0.0,17.97,3.00,0.000
4.004,56.53,0.77,84.4,56.80,87.5,18.8,1.008,3.58,0.609,1.000,0.00,0.00,97,45,84.0,4404,36,13.52,46.0,48.0,0.88,0.0,0.0,17.97,3.06,0.000
4.082,57.45,0.77,83.1,57.58,86.4,18.8,0.992,3.58,0.609,1.000,0.00,0.00,97,45,82.0,4419,36,13.60,46.0,48.0,0.88,0.0,0.0,17.97,3.08,0.000
4.159,58.85,0.78,79.1,58.53,86.4,18.8,1.008,3.58,0.617,1.000,0.00,0.00,97,44,81.0,4490,36,13.68,46.0,48.0,0.88,0.0,0.0,16.80,3.04,0.000
4.237,57.59,0.75,74.4,56.83,84.3,18.4,1.062,3.58,0.617,1.000,0.00,0.00,97,45,75.0,4627,36,13.52,46.0,48.0,0.88,0.0,0.0,9.38,2.64,0.000
4.313,42.45,0.55,57.6,38.88,67.2,12.1,1.031,2.56,0.625,1.000,0.00,0.00,97,46,59.0,4644,38,13.52,46.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
4.392,19.46,0.27,35.2,17.95,67.2,12.1,1.016,0.77,0.641,1.000,0.00,0.00,97,47,36.0,4510,38,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.64,0.000
4.468,11.87,0.16,33.2,11.78,66.1,0.0,0.852,0.77,0.648,1.000,0.00,0.00,97,47,30.0,4360,38,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.74,0.000
4.549,10.50,0.14,31.2,10.88,66.1,0.0,0.883,0.77,0.648,1.000,0.00,0.00,97,47,33.0,4275,38,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.68,0.000
4.625,10.48,0.15,32.8,10.60,67.2,0.0,1.438,0.77,0.656,1.000,0.00,0.00,97,47,32.0,4080,40,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.74,0.000
4.703,10.69,0.16,32.5,10.84,68.3,0.0,1.523,0.77,0.664,1.000,0.00,0.00,97,47,29.0,3954,40,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.72,0.000
4.781,10.94,0.17,32.1,11.01,68.3,0.0,1.523,0.77,0.680,1.000,0.00,0.00,97,47,28.0,3822,40,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.70,0.000
4.859,10.89,0.17,31.9,10.95,69.3,0.0,1.523,0.77,0.695,1.000,0.00,0.00,97,47,32.0,3691,40,13.52,32.0,48.0,0.88,0.0,0.0,0.00,1.72,0.000
4.937,10.55,0.17,30.5,10.55,71.5,0.0,1.523,0.77,0.703,1.000,0.00,0.00,97,47,29.0,3563,40,13.52,32.0,48.0,0.88,0.0,0.0,0.00,1.72,0.000
5.014,10.35,0.18,31.5,10.43,71.5,0.0,1.523,0.77,0.711,1.000,0.00,0.00,97,47,30.0,3450,40,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.66,0.000
5.092,10.39,0.18,29.7,10.32,72.5,0.0,1.523,0.77,0.711,1.000,0.00,0.00,97,47,28.0,3381,40,13.60,32.0,48.0,0.88,0.0,0.0,0.39,1.68,0.000
5.170,10.39,0.19,30.5,10.50,76.8,0.0,1.523,1.54,0.711,1.000,0.00,0.00,97,47,30.0,3205,40,13.60,42.0,48.0,0.88,0.0,0.0,2.73,1.68,0.000
5.247,11.10,0.20,32.8,11.52,76.8,0.0,1.523,1.79,0.711,1.000,0.00,0.00,97,47,34.0,3212,40,13.60,44.0,48.0,0.88,0.0,0.0,5.47,2.00,0.000
5.324,14.26,0.26,38.8,14.68,88.5,43.8,1.523,2.05,0.703,1.000,0.00,7.81,97,46,37.0,3158,40,13.60,44.0,48.0,0.88,0.0,0.0,7.03,2.04,0.000
5.401,16.86,0.32,43.2,17.04,100.3,14.1,1.523,2.30,0.695,1.000,0.00,7.81,97,46,39.0,3108,40,13.60,44.0,48.0,0.88,0.0,0.0,8.98,2.16,0.000
5.483,19.58,0.37,45.9,20.09,100.3,14.1,1.523,2.56,0.703,1.000,0.00,10.16,97,46,49.0,3163,40,13.60,44.0,48.0,0.88,0.0,0.0,12.11,2.38,0.000
5.559,25.33,0.47,53.9,25.72,105.6,16.0,1.039,3.07,0.711,1.000,0.00,8.59,97,46,52.0,3210,40,13.60,44.0,48.0,0.88,0.0,0.0,13.67,2.50,0.000
5.639,29.09,0.54,64.0,29.34,106.7,17.2,0.969,3.33,0.695,1.000,0.00,7.03,97,46,64.0,3178,40,13.60,44.0,48.0,0.88,0.0,0.0,14.84,2.56,0.000
5.715,31.92,0.60,70.0,32.29,106.7,17.2,0.961,3.33,0.695,1.000,0.78,5.47,96,46,66.0,3205,42,13.60,44.0,48.0,0.88,0.0,0.0,16.80,2.68,0.000
5.793,36.03,0.66,72.7,36.81,107.7,18.0,0.945,3.58,0.695,1.000,0.00,0.00,96,45,77.0,3271,42,13.52,23.0,48.0,0.88,0.0,0.0,19.14,2.76,0.000
5.873,40.73,0.74,82.4,40.90,114.1,20.7,0.992,3.84,0.703,1.000,0.00,0.00,96,45,76.0,3310,42,13.60,46.0,48.0,0.88,0.0,0.0,19.53,2.76,0.000
5.950,42.00,0.76,80.0,42.15,114.1,20.7,1.000,3.84,0.703,1.000,0.00,0.00,96,45,80.0,3314,42,13.52,46.0,48.0,0.88,0.0,0.0,19.53,2.76,0.000
6.027,42.92,0.77,87.3,43.06,112.0,21.1,1.000,3.84,0.703,1.000,0.00,0.00,96,45,83.0,3369,42,13.52,46.0,48.0,0.88,0.0,0.0,19.53,2.80,0.000
6.105,44.05,0.78,87.3,43.92,112.0,21.1,0.984,4.10,0.711,1.000,0.00,0.00,96,45,86.0,3424,42,13.52,42.0,48.0,0.88,0.0,0.0,19.53,2.82,0.000
6.183,44.43,0.77,84.7,44.53,110.9,21.1,1.008,4.10,0.711,1.000,0.00,0.00,96,45,82.0,3445,42,13.52,46.0,48.0,0.88,0.0,0.0,19.14,2.82,0.000
6.261,44.85,0.77,89.1,45.24,104.5,19.9,0.992,4.10,0.719,1.000,0.00,0.00,96,45,83.0,3490,42,13.60,46.0,48.0,0.88,0.0,0.0,19.14,2.84,0.000
6.340,46.33,0.79,87.7,46.66,104.5,19.9,1.023,4.10,0.719,1.000,0.00,0.00,96,45,87.0,3548,42,13.60,46.0,48.0,0.88,0.0,0.0,19.14,2.86,0.000
6.417,47.75,0.80,88.1,47.54,103.5,19.9,0.984,4.10,0.727,1.000,0.00,0.00,96,45,89.0,3644,44,13.60,46.0,48.0,0.88,0.0,0.0,19.14,2.90,0.000
6.496,48.56,0.81,87.3,48.87,102.4,19.9,0.984,4.35,0.734,1.000,0.00,0.00,96,45,89.0,3623,44,13.60,46.0,48.0,0.88,0.0,0.0,19.14,2.92,0.000
6.576,49.82,0.82,92.8,49.94,102.4,19.9,0.977,4.35,0.727,1.000,0.00,0.00,96,45,91.0,3674,44,13.60,46.0,48.0,0.88,0.0,0.0,19.14,2.94,0.000
6.653,50.74,0.82,89.7,50.85,102.4,19.9,0.984,4.35,0.727,1.000,0.00,0.00,96,45,89.0,3771,44,13.60,46.0,48.0,0.88,0.0,0.0,19.53,2.96,0.000
6.730,51.71,0.83,91.7,51.81,107.7,21.1,0.969,4.35,0.719,1.000,0.00,0.00,96,45,88.0,3750,48,13.60,46.0,48.0,0.88,0.0,0.0,19.53,2.98,0.000
6.808,52.60,0.84,89.7,52.63,107.7,21.1,0.984,4.35,0.719,1.000,0.00,0.00,96,45,89.0,3790,48,13.52,46.0,48.0,0.88,0.0,0.0,19.53,2.96,0.000
6.886,53.48,0.84,94.4,53.74,106.7,21.1,0.992,4.35,0.719,1.000,0.00,0.00,96,45,91.0,3842,48,13.52,46.0,48.0,0.88,0.0,0.0,19.53,2.98,0.000
6.966,55.15,0.86,89.7,55.37,105.6,21.1,0.969,4.35,0.711,1.000,0.00,0.00,96,45,97.0,3880,48,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.02,0.000
7.042,55.68,0.85,97.1,56.06,105.6,21.1,1.000,4.35,0.711,1.000,0.00,0.00,96,45,97.0,3935,48,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.04,0.000
7.119,57.44,0.87,96.8,57.54,104.5,21.1,0.961,4.35,0.711,1.000,0.00,0.00,96,45,92.0,3981,48,13.52,46.0,48.0,0.88,0.0,0.0,19.53,3.06,0.000
7.199,58.37,0.87,91.1,58.67,104.5,21.1,0.984,4.35,0.711,1.000,0.00,0.00,96,45,90.0,3968,48,13.52,46.0,48.0,0.88,0.0,0.0,19.53,3.06,0.000
7.277,59.41,0.88,96.8,59.86,104.5,21.1,0.992,4.35,0.703,1.000,0.00,0.00,96,45,97.0,4074,48,13.52,46.0,48.0,0.88,0.0,0.0,19.53,3.12,0.000
7.356,60.95,0.89,93.5,61.24,103.5,21.1,0.969,4.35,0.688,0.985,0.00,0.00,96,45,98.0,4125,48,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.12,0.000
7.433,62.36,0.90,96.4,62.56,102.4,21.1,0.984,4.35,0.680,0.973,0.00,0.00,96,45,98.0,4185,48,13.52,46.0,48.0,0.88,0.0,0.0,19.53,3.14,0.000
7.509,63.74,0.91,96.4,64.07,102.4,21.1,0.977,4.35,0.672,0.970,0.00,0.00,96,45,92.0,4282,52,13.52,46.0,48.0,0.88,0.0,0.0,19.53,3.14,0.000
7.588,65.08,0.91,97.5,64.94,101.3,21.1,0.961,4.61,0.664,0.955,0.00,0.00,96,44,92.0,4229,52,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.16,0.000
7.665,65.47,0.91,97.7,65.56,101.3,21.1,0.961,4.35,0.656,0.945,0.00,0.00,96,45,98.0,4308,52,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.20,0.000
7.743,66.87,0.92,95.5,66.79,100.3,21.1,0.977,4.61,0.648,0.938,0.00,0.00,96,45,92.0,4304,52,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.18,0.000
7.821,68.12,0.93,97.5,68.51,99.2,21.1,0.953,4.61,0.641,0.931,0.00,0.00,96,45,91.0,4440,56,13.52,46.0,48.0,0.88,0.0,0.0,19.53,3.22,0.000
7.899,69.34,0.93,96.1,69.76,99.2,21.1,0.992,4.61,0.641,0.921,0.00,0.00,96,44,96.0,4454,56,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.22,0.000
7.976,70.16,0.94,97.7,70.41,99.2,21.1,0.969,4.61,0.641,0.921,0.00,0.00,96,45,96.0,4510,56,13.52,46.0,48.0,0.88,0.0,0.0,19.53,3.26,0.000
8.056,70.56,0.93,91.7,70.68,98.1,21.1,0.945,4.61,0.641,0.921,0.00,0.00,96,45,96.0,4568,56,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.24,0.000
8.132,71.15,0.93,96.8,70.79,98.1,21.1,1.000,4.61,0.641,0.921,0.00,0.00,96,45,94.0,4598,56,13.44,46.0,48.0,0.88,0.0,0.0,19.53,3.26,0.000
8.210,72.08,0.93,91.5,71.54,97.1,21.1,0.961,4.61,0.648,0.921,0.00,0.00,96,45,89.0,4661,58,13.60,46.0,48.0,0.88,0.0,0.0,19.53,3.30,0.000
8.287,72.53,0.93,95.5,72.62,101.3,21.5,0.977,4.61,0.648,0.921,0.00,0.00,96,44,94.0,4711,58,13.60,46.0,48.0,0.88,0.0,0.0,19.92,3.24,0.000
8.366,72.88,0.92,94.4,73.34,101.3,21.5,0.961,4.61,0.648,0.921,0.00,0.00,96,45,92.0,4738,58,13.52,46.0,48.0,0.88,0.0,0.0,19.92,3.24,0.000
8.445,74.20,0.93,88.8,74.35,100.3,21.9,0.977,4.61,0.648,0.921,0.00,0.00,96,45,94.0,4820,58,13.52,46.0,48.0,0.88,0.0,0.0,19.92,3.30,0.000
8.521,75.30,0.94,91.1,75.24,99.2,21.9,0.945,4.61,0.656,0.918,0.00,0.00,96,44,91.0,4864,60,13.52,46.0,48.0,0.88,0.0,0.0,19.92,3.30,0.000
8.599,76.40,0.94,91.7,76.26,99.2,21.9,0.961,4.61,0.656,0.918,0.00,0.00,96,45,93.0,4876,60,13.60,46.0,48.0,0.88,0.0,0.0,19.92,3.30,0.000
8.676,76.73,0.93,94.8,76.77,99.2,22.3,0.938,4.61,0.664,0.918,0.00,0.00,96,45,91.0,4964,60,13.60,46.0,48.0,0.88,0.0,0.0,19.92,3.32,0.000
8.755,76.91,0.93,93.1,76.35,97.1,22.3,0.961,4.61,0.672,0.918,0.00,0.00,96,45,93.0,4996,60,13.52,46.0,48.0,0.88,0.0,0.0,19.92,3.34,0.000
8.833,77.18,0.93,93.1,77.09,97.1,22.3,0.953,4.61,0.672,0.918,0.00,0.00,96,45,88.0,5030,60,13.60,46.0,48.0,0.88,0.0,0.0,19.92,3.34,0.000
8.912,77.55,0.92,90.8,77.29,97.1,22.3,0.891,4.61,0.672,0.918,0.00,0.00,96,45,89.0,5074,64,13.60,46.0,48.0,0.88,0.0,0.0,19.92,3.34,0.000
8.989,78.45,0.92,93.5,79.28,96.0,22.3,0.938,4.86,0.680,0.918,0.00,0.00,96,45,88.0,5148,64,13.60,46.0,48.0,0.88,0.0,0.0,19.92,3.32,0.000
9.067,79.53,0.92,92.8,79.90,96.0,22.3,0.930,4.86,0.680,0.918,0.00,0.00,96,45,87.0,5176,64,13.60,46.0,48.0,0.88,0.0,0.0,20.31,3.34,0.000
9.145,80.48,0.93,91.7,80.59,100.3,23.0,0.945,4.86,0.688,0.918,0.00,0.00,95,45,89.0,5204,64,13.68,47.0,48.0,0.88,0.0,0.0,20.31,3.42,0.000
9.222,81.03,0.93,91.5,81.15,100.3,23.0,0.906,4.86,0.680,0.914,0.00,0.00,95,45,90.0,5252,66,13.60,47.0,48.0,0.88,0.0,0.0,19.92,3.40,0.000
9.299,81.19,0.92,91.1,81.01,99.2,23.0,0.930,4.61,0.672,0.914,0.00,0.00,95,45,87.0,5300,66,13.60,47.0,48.0,0.88,0.0,0.0,17.97,3.28,0.000
9.377,74.80,0.85,79.3,72.61,77.9,18.8,0.898,4.10,0.664,0.918,0.00,0.00,95,46,73.0,5255,66,13.60,47.0,48.0,0.88,0.0,0.0,7.42,2.52,0.000
9.456,40.22,0.50,52.3,36.22,77.9,18.8,0.891,2.56,0.664,0.921,0.00,0.00,95,48,52.0,5263,66,13.60,47.0,48.0,0.88,0.0,0.0,0.39,1.62,0.000
9.536,16.34,0.20,35.5,14.75,62.9,12.1,0.812,0.77,0.625,0.962,0.00,0.00,95,49,33.0,5194,66,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.80,0.000
9.612,12.45,0.14,32.1,12.64,61.9,0.0,0.727,0.77,0.625,1.000,0.00,0.00,95,49,32.0,5030,68,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.74,0.000
9.691,11.65,0.14,31.5,11.73,61.9,0.0,0.836,0.77,0.625,1.000,0.00,0.00,95,50,30.0,4886,68,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.80,0.000
9.771,11.58,0.14,30.5,11.58,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,95,50,29.0,4741,68,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
9.848,12.05,0.16,31.2,12.37,65.1,0.0,1.523,0.77,0.633,1.000,0.00,0.00,95,49,30.0,4590,68,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
9.926,12.00,0.16,30.1,11.90,65.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,95,49,28.0,4443,68,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.80,0.000
10.005,11.50,0.16,28.8,11.39,66.1,0.0,1.523,0.77,0.648,1.000,0.00,0.00,95,49,28.0,4296,68,13.60,32.0,48.0,0.88,0.0,0.0,0.39,1.80,0.000
10.082,12.28,0.17,28.4,12.43,67.2,0.0,1.523,0.77,0.656,1.000,0.00,0.00,95,49,28.0,4169,68,13.60,32.0,48.0,0.88,0.0,0.0,1.95,1.86,0.000
10.160,12.74,0.19,30.8,13.04,67.2,0.0,1.523,1.54,0.656,1.000,0.00,0.00,95,49,30.0,4050,68,13.60,47.0,48.0,0.88,0.0,0.0,6.25,2.06,0.000
