Time (s),Airflow (MAF) (g/s),Load (MAF) (g/rev),Manifold Air Pressure - Filtered (kPa),Mass Air Flow (g/s),Boost Target (kPa),Wastegate Duty Cycle (%),Air/Fuel Sensor #1 (λ),Injector Pulse Width (ms),Fuel - Base Multiplier,Power Mode - Fuel Ratio Target (λ),Fuel Trim - Long Term (%),Fuel Trim - Short Term (%),Coolant Temperature (°C),Intake Air Temperature (°C),Manifold Absolute Pressure (kPa),Engine Speed (rpm),Vehicle Speed (km/h),System Voltage (V),Ignition Advance (°),Ignition Advance - Base (°BTDC),Ignition Advance Multiplier,Ignition Advance - Fine Learn (°),Knock Retard (°),Throttle Position (%),Mass Air Flow Voltage (V),Fuel - Acceleration Enrich
257.600,161.17,1.49,134.9,161.37,152.5,37.5,0.781,8.70,0.680,0.731,0.00,0.00,87,23,137.0,6488,108,13.60,26.0,31.0,0.88,0.0,-3.8,32.42,4.06,0.000
257.676,158.01,1.46,137.3,158.45,152.5,37.5,0.742,8.70,0.680,0.731,0.00,0.00,87,23,140.0,6539,108,13.60,27.0,31.0,0.88,0.0,-3.8,32.42,4.10,0.000
257.754,161.35,1.48,140.3,160.15,152.5,37.5,0.789,8.70,0.680,0.731,0.00,0.00,87,23,138.0,6539,110,13.60,27.0,31.0,0.88,0.0,-3.8,32.42,4.10,0.000
257.831,160.77,1.47,131.6,161.16,152.5,37.5,0.766,8.70,0.680,0.731,0.00,0.00,87,23,134.0,6620,110,13.60,27.0,32.0,0.88,0.0,-3.8,32.42,4.08,0.000
257.908,161.54,1.45,133.3,160.93,152.5,37.5,0.773,8.45,0.680,0.731,0.00,0.00,87,23,131.0,6608,110,13.60,28.0,32.0,0.88,0.0,-3.8,32.42,4.06,0.000
257.986,159.28,1.44,135.6,159.26,152.5,37.5,0.758,8.45,0.680,0.731,0.00,0.00,87,23,136.0,6602,110,13.52,28.0,32.0,0.88,0.0,-3.8,32.42,4.08,0.000
258.064,161.54,1.44,138.7,161.31,152.5,37.5,0.781,8.45,0.680,0.731,0.00,0.00,87,23,138.0,6656,110,13.60,28.0,32.0,0.88,0.0,-3.8,32.42,4.08,0.000
258.141,161.86,1.45,133.3,161.62,152.5,37.5,0.750,8.45,0.680,0.731,0.00,0.00,87,23,133.0,6696,114,13.52,28.0,32.0,0.88,0.0,-3.8,32.42,4.06,0.000
258.219,160.47,1.43,138.0,159.87,152.5,37.5,0.750,8.45,0.680,0.731,0.00,0.00,87,23,136.0,6738,114,13.60,28.0,32.0,0.88,0.0,-3.8,32.42,4.08,0.000
258.297,160.70,1.43,132.3,160.19,152.5,37.5,0.781,8.45,0.680,0.734,0.00,0.00,87,23,129.0,6800,114,13.60,28.0,32.0,0.88,0.0,-3.5,32.81,4.10,0.000
258.377,161.86,1.43,135.3,162.31,153.6,37.9,0.750,8.45,0.680,0.734,0.00,0.00,87,23,133.0,6824,114,13.60,29.0,32.0,0.88,0.0,-3.5,32.81,4.08,0.000
258.456,161.91,1.42,140.0,162.07,153.6,37.9,0.789,8.45,0.680,0.734,0.00,0.00,87,23,139.0,6862,116,13.60,28.0,33.0,0.88,0.0,-3.5,33.20,4.10,0.000
258.532,165.69,1.44,136.9,164.79,153.6,37.9,0.758,8.45,0.680,0.731,0.00,0.00,87,23,137.0,6893,116,13.52,29.0,33.0,0.88,0.0,-3.5,33.98,4.12,0.000
258.610,167.84,1.46,141.6,168.21,156.8,39.1,0.773,8.45,0.680,0.734,0.00,0.00,87,23,138.0,6874,116,13.60,29.0,33.0,0.88,0.0,-3.5,34.38,4.12,0.000
258.687,168.80,1.46,141.3,168.97,156.8,39.1,0.766,8.70,0.680,0.731,0.00,0.00,87,23,138.0,6912,116,13.52,29.0,33.0,0.88,0.0,-3.5,34.77,4.14,0.000
258.765,171.65,1.48,142.0,171.90,158.9,39.8,0.773,8.70,0.680,0.731,0.00,0.00,87,23,138.0,6912,116,13.60,29.0,32.0,0.88,0.0,-3.5,35.16,4.12,0.000
258.846,173.80,1.49,145.1,173.32,160.0,40.2,0.758,8.70,0.680,0.731,0.00,0.00,87,23,148.0,6990,118,13.60,28.0,32.0,0.88,0.0,-3.5,35.16,4.14,0.000
258.924,175.42,1.49,149.7,175.93,160.0,40.2,0.773,8.96,0.680,0.727,0.00,0.00,87,23,147.0,7042,118,13.68,27.0,32.0,0.88,0.0,-3.5,35.55,4.18,0.000
259.001,176.92,1.51,142.0,176.95,161.1,40.6,0.781,8.96,0.680,0.723,0.00,0.00,87,23,146.0,7056,118,13.52,27.0,31.0,0.88,0.0,-3.5,34.77,4.18,0.000
259.081,177.79,1.51,142.9,176.22,154.7,38.3,0.758,8.96,0.680,0.719,0.00,0.00,87,23,146.0,7082,118,13.52,29.0,33.0,0.88,0.0,-3.5,29.30,4.10,0.000
259.159,163.12,1.39,135.6,160.16,154.7,38.3,0.781,7.94,0.680,0.731,0.00,0.00,87,24,135.0,7042,120,13.52,29.0,34.0,0.88,0.0,-3.5,21.09,3.66,0.000
259.236,114.93,1.02,102.1,109.69,101.3,23.8,0.727,5.12,0.656,0.810,0.00,0.00,87,28,92.0,7029,120,13.60,44.0,48.0,0.88,0.0,-3.5,15.23,3.26,0.000
259.315,74.42,0.65,75.7,69.92,101.3,23.8,0.734,3.07,0.656,0.918,0.00,0.00,87,30,77.0,7069,120,13.60,45.0,48.0,0.88,0.0,-3.2,9.77,2.64,0.000
259.392,39.27,0.35,50.9,33.08,68.3,15.6,0.750,1.79,0.633,0.921,0.00,0.00,87,34,45.0,7029,120,13.68,45.0,48.0,0.88,0.0,-3.2,0.39,2.12,0.000
259.471,13.83,0.12,35.5,12.37,60.8,0.0,0.867,0.77,0.633,0.962,0.00,0.00,87,33,35.0,6957,120,13.60,32.0,48.0,0.88,0.0,0.0,0.39,1.72,0.000
259.547,13.08,0.11,35.2,13.42,60.8,0.0,0.898,0.77,0.633,0.962,0.00,0.00,87,33,35.0,7009,120,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
259.625,13.63,0.11,33.9,13.96,60.8,0.0,1.062,0.77,0.633,0.962,0.00,0.00,87,33,34.0,6996,120,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
259.705,13.81,0.12,32.1,13.40,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,33,32.0,6912,120,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
259.782,14.22,0.12,32.1,14.32,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,33,30.0,6932,120,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
259.859,14.44,0.12,30.1,14.55,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,32,30.0,6862,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.94,0.000
259.937,14.66,0.13,29.1,14.82,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,32,29.0,6785,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
260.016,15.09,0.13,29.5,15.15,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,32,28.0,6757,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
260.092,14.42,0.13,29.1,14.63,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,31,27.0,6732,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
260.172,15.31,0.13,29.5,15.15,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,31,28.0,6744,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.96,0.000
260.248,15.14,0.13,28.8,15.22,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,31,27.0,6660,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
260.325,15.13,0.14,27.5,14.93,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,31,27.0,6579,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
260.402,14.99,0.13,28.4,15.18,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,31,27.0,6584,118,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
260.479,15.05,0.14,28.1,15.11,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,30,27.0,6488,118,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
260.559,15.11,0.14,27.5,15.12,60.8,0.0,1.523,0.77,0.633,0.962,0.00,0.00,87,30,27.0,6454,112,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.94,0.000
260.637,15.19,0.14,27.1,15.24,60.8,0.0,1.523,0.77,0.625,0.962,0.00,0.00,87,30,27.0,6361,112,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
260.714,15.16,0.14,26.8,15.22,60.8,0.0,1.523,0.77,0.625,0.962,0.00,0.00,87,30,27.0,6324,112,13.76,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
260.792,14.77,0.14,27.1,14.96,60.8,0.0,1.523,0.77,0.625,0.962,0.00,0.00,87,30,26.0,6286,112,13.76,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
260.870,15.03,0.14,27.5,15.02,60.8,0.0,1.523,0.77,0.617,0.962,0.00,0.00,87,30,26.0,6234,112,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.96,0.000
260.947,14.89,0.14,27.5,14.93,60.8,0.0,1.523,0.77,0.617,0.962,0.00,0.00,87,30,26.0,6193,108,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
261.024,14.98,0.15,26.4,14.93,60.8,0.0,1.523,0.77,0.609,0.962,0.00,0.00,87,29,25.0,6112,108,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.94,0.000
261.102,15.09,0.15,27.7,15.11,60.8,0.0,1.523,0.77,0.609,0.962,0.00,0.00,87,29,26.0,6058,108,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.96,0.000
261.181,14.94,0.15,27.1,14.96,60.8,0.0,1.523,0.77,0.609,0.962,0.00,0.00,87,29,26.0,5981,108,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
261.257,14.70,0.15,26.8,14.61,60.8,0.0,1.523,0.77,0.609,0.962,0.00,0.00,87,29,25.0,5938,104,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
261.335,14.45,0.14,26.8,14.59,60.8,0.0,1.523,0.77,0.609,0.962,0.00,0.00,87,29,25.0,5906,104,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
261.413,14.47,0.15,26.8,14.69,60.8,0.0,1.523,0.77,0.617,0.962,0.00,0.00,87,29,25.0,5873,104,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
261.492,14.83,0.15,25.5,14.88,60.8,0.0,1.523,0.77,0.617,0.962,0.00,0.00,87,29,25.0,5787,104,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
261.573,14.80,0.15,26.4,14.80,60.8,0.0,1.523,0.77,0.625,0.962,0.00,0.00,87,29,26.0,5759,104,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.96,0.000
261.650,14.86,0.16,26.1,14.73,60.8,0.0,1.523,0.77,0.625,0.962,0.00,0.00,87,29,25.0,5656,100,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
261.728,14.57,0.15,25.5,14.51,60.8,0.0,1.523,0.77,0.625,0.962,0.00,0.00,87,28,25.0,5580,100,13.76,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
261.806,14.96,0.16,25.5,14.73,60.8,0.0,1.523,0.77,0.625,0.966,0.00,0.00,87,28,25.0,5482,100,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.94,0.000
261.884,14.76,0.16,25.7,14.63,60.8,0.0,1.523,0.77,0.625,0.977,0.00,0.00,87,28,25.0,5474,100,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.92,0.000
261.961,14.29,0.16,25.5,14.32,60.8,0.0,1.523,0.77,0.625,0.973,0.00,0.00,87,28,24.0,5403,94,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
262.039,14.58,0.16,25.1,14.61,60.8,0.0,1.523,0.77,0.625,0.985,0.00,0.00,87,28,24.0,5330,94,13.76,32.0,48.0,0.88,0.0,0.0,0.00,1.94,0.000
262.116,14.43,0.16,25.1,14.47,60.8,0.0,1.523,0.77,0.625,0.988,0.00,0.00,87,28,24.0,5274,94,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
262.195,14.28,0.16,25.1,14.23,60.8,0.0,1.523,0.77,0.625,0.996,0.00,0.00,87,28,25.0,5216,94,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.90,0.000
262.272,14.17,0.16,25.1,14.22,60.8,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,28,25.0,5204,94,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
262.350,14.19,0.16,25.5,14.14,61.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,5151,92,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
262.429,14.12,0.17,25.5,14.07,61.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,5173,92,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
262.508,14.15,0.17,26.1,14.12,61.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,5062,92,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
262.586,13.99,0.16,25.5,13.99,61.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,5074,92,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
262.663,13.81,0.16,25.5,13.82,61.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,25.0,4993,86,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
262.741,13.80,0.16,25.5,13.92,61.9,0.0,1.516,0.77,0.625,1.000,0.00,0.00,87,27,24.0,5044,86,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
262.821,13.86,0.17,25.1,13.80,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,4993,86,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
262.897,13.79,0.16,25.1,13.83,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,5006,86,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
262.975,13.74,0.16,24.8,13.73,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,4964,86,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
263.053,13.64,0.16,25.5,13.70,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,87,27,24.0,4954,86,13.76,32.0,48.0,0.88,0.0,0.0,0.00,1.88,0.000
263.132,13.70,0.16,25.7,13.67,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,27,24.0,4924,86,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
263.209,13.45,0.16,25.5,13.45,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,27,24.0,4902,86,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
263.286,13.58,0.17,25.7,13.53,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,27,25.0,4908,86,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
263.365,13.58,0.17,25.7,13.58,62.9,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,27,25.0,4851,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
263.442,13.56,0.17,26.1,13.55,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,27,24.0,4836,84,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
263.519,13.35,0.16,25.5,13.39,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,25.0,4826,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
263.599,13.35,0.17,26.4,13.30,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,25.0,4740,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
263.676,13.22,0.16,25.5,13.32,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,25.0,4771,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
263.754,13.29,0.17,25.7,13.32,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,24.0,4756,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.86,0.000
263.833,13.43,0.17,25.7,13.48,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,25.0,4744,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
263.911,13.19,0.17,25.5,13.19,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,25.0,4717,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
263.988,13.11,0.17,25.7,13.06,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,24.0,4717,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
264.066,13.22,0.17,26.1,13.12,64.0,0.0,1.523,0.77,0.625,1.000,0.00,0.00,88,26,25.0,4696,84,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.84,0.000
264.144,12.86,0.16,26.1,12.90,65.1,0.0,1.523,0.77,0.633,1.000,0.00,0.00,88,26,24.0,4661,80,13.60,32.0,48.0,0.88,0.0,0.0,0.00,1.80,0.000
264.223,13.07,0.17,24.4,13.05,65.1,0.0,1.523,0.77,0.633,1.000,0.00,0.00,88,26,24.0,4627,80,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
264.300,12.84,0.17,26.1,12.79,65.1,0.0,1.523,0.77,0.633,1.000,0.00,0.00,88,26,25.0,4612,80,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.80,0.000
264.378,12.85,0.17,24.8,12.86,65.1,0.0,1.523,0.77,0.633,1.000,0.00,0.00,88,26,24.0,4601,80,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
264.458,12.93,0.17,26.1,12.90,65.1,0.0,1.523,0.77,0.633,1.000,0.00,0.00,88,26,24.0,4587,80,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.82,0.000
264.536,12.71,0.17,24.8,12.66,65.1,0.0,1.516,0.77,0.633,1.000,0.00,0.00,88,26,24.0,4573,80,13.68,32.0,48.0,0.88,0.0,0.0,0.39,1.82,0.000
264.614,12.90,0.17,26.1,12.85,65.1,0.0,1.523,0.77,0.633,1.000,0.00,0.00,88,26,25.0,4559,80,13.68,32.0,48.0,0.88,0.0,0.0,0.39,1.80,0.000
264.691,12.86,0.17,26.1,12.86,65.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,88,26,25.0,4534,80,13.68,32.0,48.0,0.88,0.0,0.0,0.39,1.80,0.000
264.769,12.90,0.17,25.1,12.98,66.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,88,26,25.0,4518,80,13.68,32.0,48.0,0.88,0.0,0.0,0.39,1.80,0.000
264.847,12.85,0.17,25.5,12.90,66.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,88,26,25.0,4491,78,13.60,32.0,48.0,0.88,0.0,0.0,0.39,1.80,0.000
264.925,12.63,0.17,26.1,12.61,66.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,88,26,24.0,4536,78,13.60,32.0,48.0,0.88,0.0,0.0,0.39,1.80,0.000
265.003,12.43,0.17,25.7,12.46,66.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,88,26,26.0,4448,78,13.60,32.0,48.0,0.88,0.0,0.0,0.39,1.82,0.000
265.080,12.65,0.17,26.8,12.73,66.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,88,26,25.0,4440,78,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.80,0.000
265.158,12.76,0.17,26.8,12.77,66.1,0.0,1.523,0.77,0.641,1.000,0.00,0.00,88,26,25.0,4432,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.80,0.000
265.236,12.44,0.17,26.4,12.45,66.1,0.0,1.516,0.77,0.648,1.000,0.00,0.00,88,26,24.0,4468,76,13.76,32.0,48.0,0.88,0.0,0.0,0.00,1.78,0.000
265.313,12.44,0.17,26.4,12.48,66.1,0.0,1.523,0.77,0.648,1.000,0.00,0.00,88,26,24.0,4310,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.78,0.000
265.391,12.26,0.17,26.4,12.32,66.1,0.0,1.523,0.77,0.648,1.000,0.00,0.00,88,26,26.0,4190,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.78,0.000
265.469,12.10,0.18,27.7,12.11,68.3,0.0,1.523,0.77,0.656,1.000,0.00,0.00,88,25,26.0,4067,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.76,0.000
265.548,11.84,0.18,27.5,11.79,68.3,0.0,1.523,0.77,0.664,1.000,0.00,0.00,88,26,26.0,3924,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.76,0.000
265.626,11.57,0.18,27.5,11.52,69.3,0.0,1.523,0.77,0.680,1.000,0.00,0.00,88,26,27.0,3801,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.74,0.000
265.705,11.30,0.18,27.7,11.26,70.4,0.0,1.523,0.77,0.695,1.000,0.00,0.00,88,26,27.0,3700,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.72,0.000
265.783,11.07,0.18,28.4,11.06,70.4,0.0,1.523,0.77,0.711,1.000,0.00,0.00,88,26,28.0,3571,76,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.70,0.000
265.861,10.92,0.19,29.5,10.91,71.5,0.0,1.523,0.77,0.711,1.000,0.00,0.00,88,25,27.0,3514,74,13.68,32.0,48.0,0.88,0.0,0.0,0.00,1.70,0.000
265.939,10.72,0.19,28.1,10.70,72.5,0.0,1.523,0.77,0.711,1.000,0.00,0.00,88,25,28.0,3339,74,13.68,32.0,48.0,0.88,0.0,0.0,1.56,1.76,0.000
266.017,11.12,0.20,31.9,11.43,72.5,0.0,1.523,1.79,0.711,1.000,0.00,0.00,88,25,30.0,3254,74,13.68,37.0,48.0,0.88,0.0,0.0,6.25,2.04,0.000
266.095,15.11,0.28,36.1,15.43,86.4,43.8,1.523,2.05,0.711,1.000,0.00,7.81,88,25,37.0,3234,74,13.68,48.0,48.0,0.88,0.0,0.0,7.42,2.08,0.000
266.173,17.73,0.33,39.9,17.86,90.7,13.3,1.523,2.30,0.711,1.000,0.00,7.81,88,25,38.0,3219,74,13.68,48.0,48.0,0.88,0.0,0.0,7.81,2.12,0.000
266.251,19.35,0.36,44.1,19.62,90.7,13.3,1.523,2.56,0.711,1.000,0.00,10.94,88,25,43.0,3216,74,13.68,48.0,48.0,0.88,0.0,0.0,10.16,2.26,0.000
266.329,22.11,0.41,48.3,22.48,96.0,14.1,1.000,2.82,0.711,1.000,0.00,11.72,88,25,52.0,3244,74,13.68,48.0,48.0,0.88,0.0,0.0,10.94,2.30,0.000
266.409,24.19,0.44,55.6,24.35,96.0,14.5,0.938,2.82,0.711,1.000,0.00,9.38,88,25,53.0,3236,74,13.68,48.0,48.0,0.88,0.0,0.0,12.89,2.42,0.000
266.485,26.90,0.50,58.3,27.10,96.0,14.5,0.953,3.07,0.711,1.000,0.00,7.81,88,25,60.0,3234,74,13.68,48.0,48.0,0.88,0.0,0.0,13.28,2.44,0.000
266.563,28.81,0.53,62.3,28.86,101.3,15.6,0.953,3.07,0.711,1.000,0.00,6.25,88,25,58.0,3234,76,13.68,48.0,48.0,0.88,0.0,0.0,13.28,2.44,0.000
266.641,29.43,0.55,64.7,29.50,101.3,15.6,0.984,3.07,0.703,1.000,0.00,4.69,88,25,59.0,3222,76,13.68,48.0,48.0,0.88,0.0,0.0,13.28,2.44,0.000
266.719,29.78,0.55,62.9,29.82,101.3,15.6,0.984,3.07,0.703,1.000,0.00,3.12,88,25,60.0,3250,76,13.68,48.0,48.0,0.88,0.0,0.0,13.28,2.46,0.000
266.799,30.29,0.56,65.6,30.27,99.2,15.6,0.953,3.07,0.703,1.000,0.00,1.56,88,25,61.0,3247,76,13.68,48.0,48.0,0.88,0.0,0.0,13.28,2.48,0.000
266.878,30.31,0.56,62.3,30.31,98.1,16.0,0.992,3.07,0.703,1.000,0.00,-0.78,88,25,66.0,3254,76,13.68,48.0,48.0,0.88,0.0,0.0,13.67,2.50,0.000
266.955,30.68,0.57,66.7,30.63,98.1,16.0,0.977,3.07,0.703,1.000,0.00,-2.34,88,25,66.0,3254,74,13.60,48.0,48.0,0.88,0.0,0.0,13.67,2.50,0.000
267.032,31.11,0.57,64.0,31.16,98.1,16.0,1.016,3.07,0.703,1.000,0.00,0.00,88,25,65.0,3259,74,13.68,48.0,48.0,0.88,0.0,0.0,13.67,2.50,0.000
267.110,31.47,0.58,67.3,31.47,98.1,16.0,0.992,3.07,0.703,1.000,0.00,1.56,88,25,67.0,3202,74,13.68,48.0,48.0,0.88,0.0,0.0,13.67,2.54,0.000
267.188,31.88,0.58,65.6,31.85,97.1,16.0,0.992,3.33,0.703,1.000,0.00,3.91,88,25,67.0,3254,74,13.68,48.0,48.0,0.88,0.0,0.0,13.67,2.52,0.000
267.265,32.13,0.59,66.7,32.14,98.1,16.0,1.016,3.33,0.703,1.000,0.00,6.25,88,25,65.0,3265,74,13.68,48.0,48.0,0.88,0.0,0.0,13.67,2.54,0.000
267.343,32.68,0.60,66.3,32.85,98.1,16.0,1.008,3.33,0.703,1.000,0.00,7.81,88,25,66.0,3281,74,13.68,48.0,48.0,0.88,0.0,0.0,13.67,2.54,0.000
267.422,33.04,0.60,68.7,33.05,94.9,16.0,0.977,3.58,0.703,1.000,0.00,10.16,88,25,66.0,3281,74,13.60,48.0,48.0,0.88,0.0,0.0,14.06,2.58,0.000
267.499,33.17,0.60,66.9,33.18,96.0,16.0,0.984,3.33,0.703,1.000,0.00,6.25,88,25,66.0,3285,74,13.68,48.0,48.0,0.88,0.0,0.0,14.06,2.56,0.000
267.577,33.21,0.61,70.9,33.16,96.0,16.0,0.961,3.33,0.703,1.000,0.00,3.91,88,25,67.0,3282,74,13.68,48.0,48.0,0.88,0.0,0.0,14.06,2.58,0.000
267.655,33.52,0.61,68.3,33.62,94.9,16.0,0.930,3.33,0.695,1.000,0.00,2.34,88,25,72.0,3295,76,13.68,48.0,48.0,0.88,0.0,0.0,14.06,2.60,0.000
267.732,34.05,0.62,72.7,34.01,94.9,16.0,0.945,3.33,0.703,1.000,0.00,0.00,88,25,72.0,3312,76,13.60,48.0,48.0,0.88,0.0,0.0,14.06,2.58,0.000
267.811,34.34,0.62,69.6,34.16,94.9,16.0,0.961,3.33,0.703,1.000,0.00,-1.56,88,25,69.0,3305,76,13.60,48.0,48.0,0.88,0.0,0.0,14.06,2.58,0.000
267.891,34.28,0.62,74.4,34.36,92.8,16.0,1.016,3.33,0.703,1.000,0.00,0.78,88,25,69.0,3305,76,13.60,48.0,48.0,0.88,0.0,0.0,14.06,2.52,0.000
267.967,34.56,0.63,74.4,34.69,92.8,16.0,1.008,3.33,0.703,1.000,0.00,3.12,88,25,74.0,3323,76,13.68,48.0,48.0,0.88,0.0,0.0,14.06,2.60,0.000
