Time (s),Airflow (MAF) (g/s),Load (MAF) (g/rev),Manifold Air Pressure - Filtered (kPa),Mass Air Flow (g/s),Boost Target (kPa),Wastegate Duty Cycle (%),Air/Fuel Sensor #1 (λ),Injector Pulse Width (ms),Fuel - Base Multiplier,Power Mode - Fuel Ratio Target (λ),Fuel Trim - Long Term (%),Fuel Trim - Short Term (%),Coolant Temperature (°C),Intake Air Temperature (°C),Manifold Absolute Pressure (kPa),Engine Speed (rpm),Vehicle Speed (km/h),System Voltage (V),Ignition Advance (°),Ignition Advance - Base (°BTDC),Ignition Advance Multiplier,Ignition Advance - Fine Learn (°),Knock Retard (°),Throttle Position (%),Mass Air Flow Voltage (V),Fuel - Acceleration Enrich
0.000,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.052,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.106,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.165,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.228,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.298,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.368,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.439,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.509,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.581,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.652,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.724,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.798,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.872,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
0.945,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.020,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.096,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.170,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.244,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.320,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.394,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.469,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.543,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.618,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.693,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.769,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.845,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.922,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
1.997,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.075,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.151,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.228,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.304,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.380,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.457,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.534,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.611,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.687,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.766,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.844,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.922,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
2.999,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.076,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.153,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.231,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.308,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.385,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.463,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.541,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.618,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.695,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.772,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.849,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
3.927,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.005,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.084,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.161,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.239,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.317,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.394,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.472,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.550,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.628,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.704,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.782,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.859,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
4.936,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.015,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.093,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.171,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.249,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.326,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.406,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.485,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.562,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.640,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.719,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.796,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.874,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
5.952,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.029,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.109,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.186,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.265,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.343,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.421,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.500,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.578,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.657,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.734,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.811,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.889,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
6.966,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.045,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.123,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.202,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.282,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.359,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.436,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.513,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.593,263.43,0.00,287.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.670,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.748,263.43,0.00,286.9,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.826,263.43,0.00,181.3,263.43,107.7,0.0,1.523,0.00,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.904,263.43,0.00,287.3,263.43,107.7,0.0,1.523,6.66,0.609,1.000,0.00,0.00,-40,-40,255.0,25,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
7.983,4.09,3.60,286.9,12.10,107.7,33.2,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,64,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.061,72.43,91.90,286.9,78.33,107.7,32.4,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,64,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.138,122.76,91.90,181.3,127.11,107.7,32.4,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,60,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.216,159.83,91.90,181.3,163.03,107.7,32.4,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,60,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.294,187.13,65.11,287.3,189.48,107.7,32.4,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,171,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.371,207.24,72.42,287.3,208.97,107.7,32.4,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,171,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.450,222.04,70.47,286.9,223.32,107.7,31.2,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,189,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.528,232.95,73.62,286.9,233.88,107.7,30.9,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,189,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.605,240.97,73.27,181.3,241.67,107.7,30.9,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,196,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.683,246.89,75.16,287.3,247.40,107.7,30.9,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,259,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.760,251.25,58.15,286.9,251.62,107.7,30.5,1.523,0.00,0.602,1.000,0.00,0.00,-40,-40,255.0,567,0,20.40,10.0,0.0,0.50,0.0,0.0,7.81,5.10,0.000
8.839,328.80,20.32,286.9,326.18,107.7,30.5,1.523,0.00,0.617,1.000,0.00,0.00,-40,-40,255.0,1100,0,20.40,0.0,-7.0,0.50,0.0,0.0,7.81,1.50,0.000
8.916,299.70,15.71,181.3,285.21,107.7,19.1,0.531,0.51,0.648,1.000,0.00,0.00,20,1,68.0,1204,0,14.16,0.0,-7.0,0.50,0.0,0.0,0.00,1.56,0.000
8.995,186.54,9.92,62.9,177.81,100.3,0.0,0.555,1.02,0.648,1.000,0.00,0.00,20,24,59.0,1230,0,13.12,14.0,-7.0,0.50,0.0,0.0,0.00,1.62,0.000
9.073,116.16,5.86,61.6,110.81,100.3,0.0,0.555,1.02,0.641,1.000,0.00,0.00,20,27,57.0,1195,0,13.44,15.0,-7.0,0.50,0.0,0.0,0.00,1.70,0.000
9.151,75.04,3.94,61.3,71.96,100.3,0.0,0.523,0.77,0.633,1.000,0.00,0.00,20,28,58.0,1104,0,14.00,14.0,-7.0,0.50,0.0,0.0,0.00,1.68,0.000
9.228,51.74,3.05,62.4,49.98,100.3,0.0,0.562,0.77,0.625,1.000,0.00,0.00,20,28,62.0,969,0,14.16,14.0,-7.0,0.50,0.0,0.0,0.00,1.70,0.000
9.306,38.11,2.56,66.4,37.09,100.3,0.0,0.531,0.77,0.602,0.845,0.00,0.00,20,29,66.0,865,0,14.24,14.0,-7.0,0.50,0.0,0.0,0.00,1.64,0.000
9.383,29.89,2.26,181.3,29.25,100.3,0.0,0.555,0.77,0.602,0.892,0.00,0.00,20,29,69.0,745,0,14.24,14.0,-7.0,0.50,0.0,0.0,0.00,1.64,0.000
9.462,24.59,2.20,75.1,24.16,100.3,0.0,0.539,0.77,0.602,0.892,0.00,0.00,20,29,72.0,600,0,14.16,14.0,-7.0,0.50,0.0,0.0,0.00,1.68,0.000
9.539,20.71,2.08,77.7,20.34,100.3,0.0,0.547,0.77,0.602,0.892,0.00,0.00,20,29,77.0,519,0,13.68,14.0,-7.0,0.50,0.0,0.0,0.00,1.60,0.000
9.618,17.60,2.03,82.4,17.29,100.3,0.0,0.516,1.02,0.602,0.892,0.00,0.00,20,29,82.0,437,0,12.80,14.0,-7.0,0.50,0.0,0.0,0.00,1.54,0.000
9.695,15.07,2.10,181.3,14.80,100.3,0.0,0.539,1.02,0.602,0.892,0.00,0.00,20,29,87.0,353,0,12.16,10.0,-7.0,0.50,0.0,0.0,0.00,1.52,0.000
9.773,12.93,2.22,95.5,12.70,100.3,0.0,0.508,1.02,0.602,0.892,0.00,0.00,20,29,93.0,353,0,11.92,10.0,-7.0,0.50,0.0,0.0,0.00,1.36,0.000
9.851,10.80,2.56,95.7,10.64,100.3,0.0,0.508,1.28,0.602,0.892,0.00,0.00,20,29,96.0,255,0,11.84,9.0,-7.0,0.50,0.0,0.0,0.00,1.30,0.000
9.929,9.09,2.14,101.5,8.87,100.3,0.0,0.547,1.28,0.602,0.892,0.00,0.00,20,29,100.0,255,0,11.84,9.0,-7.0,0.50,0.0,0.0,0.00,0.90,0.000
10.008,6.61,1.55,104.1,6.37,100.3,0.0,0.508,1.28,0.602,0.892,0.00,0.00,20,29,103.0,255,0,11.84,9.0,-7.0,0.50,0.0,0.0,0.00,1.08,0.000
10.086,4.92,1.17,101.1,4.85,100.3,0.0,0.547,8.45,0.602,0.892,0.00,0.00,20,29,101.0,255,0,11.84,9.0,-7.0,0.50,0.0,0.0,0.00,1.12,0.000
